register_date,accept_date,cancel_date,active,activity_sector,uf,life_days,register_year,cancel_year
1985-04-26,INEXISTENTE,1990-07-06,0,EMP. ADM. PARTICIPAÇÕES,RJ,1895,1985,1990
2013-01-16,2010-06-03,2016-01-07,0,Emp. Adm. Part. - Sem Setor Principal,PR,1086,2013,2016
1977-07-20,INEXISTENTE,1996-12-04,0,ALIMENTOS,SP,7069,1977,1996
2006-12-12,2006-05-22,INEXISTENTE,1,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",SP,4348,2006,INEXISTENTE
1980-10-22,INEXISTENTE,2007-02-14,0,TEXTIL E VESTUÁRIO,SC,9607,1980,2007
2006-05-08,1980-08-01,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",SP,4562,2006,INEXISTENTE
1981-09-25,INEXISTENTE,1990-09-12,0,METALURGIA E SIDERURGIA,SP,3272,1981,1990
2006-10-11,1961-01-01,INEXISTENTE,1,ALIMENTOS,CE,4409,2006,INEXISTENTE
1996-03-01,INEXISTENTE,1998-06-24,0,EMP. ADM. PARTICIPAÇÕES,SP,843,1996,1998
1977-07-20,1957-01-01,2002-02-07,0,"Construção Civil, Mat. Constr. e Decoração",MG,8962,1977,2002
1994-09-08,1994-05-01,2014-10-17,0,Emp. Adm. Part. - Petroquímicos e Borracha,SP,7339,1994,2014
2001-03-29,1999-03-04,2012-12-13,0,ENERGIA ELÉTRICA,SC,4269,2001,2012
1979-03-17,INEXISTENTE,2010-09-23,0,"Máquinas, Equipamentos, Veículos e Peças",RS,11501,1979,2010
1967-07-28,INEXISTENTE,2005-08-09,0,"Construção Civil, Mat. Constr. e Decoração",PE,13881,1967,2005
1953-07-01,INEXISTENTE,2005-12-20,0,"Construção Civil, Mat. Constr. e Decoração",SP,19149,1953,2005
1982-07-09,INEXISTENTE,1987-10-16,0,"Construção Civil, Mat. Constr. e Decoração",RS,1922,1982,1987
2015-05-26,2007-04-05,INEXISTENTE,1,Serviços Transporte e Logística,SP,1259,2015,INEXISTENTE
1986-06-05,INEXISTENTE,1991-08-22,0,TEXTIL E VESTUÁRIO,SC,1902,1986,1991
2011-04-28,1957-10-30,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),SP,2747,2011,INEXISTENTE
2017-10-04,1995-03-20,INEXISTENTE,1,Emp. Adm. Part. - Extração Mineral,BA,401,2017,INEXISTENTE
2007-07-02,2006-12-11,INEXISTENTE,1,Emp. Adm. Part. - Extração Mineral,MG,4143,2007,INEXISTENTE
1969-01-15,1940-07-12,2008-02-21,0,EXTRAÇÃO MINERAL,MG,14271,1969,2008
2000-01-12,1999-07-30,2003-01-07,0,"Máquinas, Equipamentos, Veículos e Peças",SP,1090,2000,2003
1977-07-20,1950-08-22,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",SP,15075,1977,INEXISTENTE
1997-03-14,INEXISTENTE,2006-11-22,0,ALIMENTOS,RN,3533,1997,2006
1995-12-12,INEXISTENTE,1998-10-30,0,"Construção Civil, Mat. Constr. e Decoração",PR,1053,1995,1998
1998-04-16,1997-09-04,2002-10-30,0,"Construção Civil, Mat. Constr. e Decoração",PR,1654,1998,2002
1981-03-13,INEXISTENTE,1998-12-18,0,EMP. ADM. PARTICIPAÇÕES,RS,6480,1981,1998
1977-07-20,INEXISTENTE,1989-01-10,0,SEGURADORAS E CORRETORAS,RS,4190,1977,1989
1981-06-12,INEXISTENTE,1989-01-10,0,ARRENDAMENTO MERCANTIL,RS,2768,1981,1989
1977-07-20,INEXISTENTE,1989-01-10,0,BANCOS,RS,4190,1977,1989
1995-04-13,1972-04-04,2002-02-26,0,COMÉRCIO (ATACADO E VAREJO),SP,2508,1995,2002
2018-04-11,2010-11-04,INEXISTENTE,1,HOSPEDAGEM E TURISMO,PR,209,2018,INEXISTENTE
1972-10-17,1944-12-12,2006-03-27,0,REFLORESTAMENTO,SP,12210,1972,2006
1971-12-28,1928-10-01,INEXISTENTE,1,Emp. Adm. Part. - Metalurgia e Siderurgia,SP,17107,1971,INEXISTENTE
1986-04-23,INEXISTENTE,2010-01-04,0,TEXTIL E VESTUÁRIO,SP,8651,1986,2010
1968-06-28,1944-12-19,INEXISTENTE,1,BRINQUEDOS E LAZER,SP,18382,1968,INEXISTENTE
1998-09-23,1998-04-20,INEXISTENTE,0,Emp. Adm. Part. - Gráficas e Editoras,SP,7347,1998,INEXISTENTE
1995-12-11,INEXISTENTE,1998-08-18,0,SERVICOS DIVERSOS,SP,982,1995,1998
1969-06-13,INEXISTENTE,1993-02-19,0,"Máquinas, Equipamentos, Veículos e Peças",SP,8646,1969,1993
1984-06-28,1961-01-24,2013-01-07,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",RJ,10414,1984,2013
1977-07-20,1949-08-06,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",RS,15075,1977,INEXISTENTE
1977-07-20,INEXISTENTE,2006-11-22,0,"Construção Civil, Mat. Constr. e Decoração",RJ,10707,1977,2006
2007-06-18,2000-04-06,INEXISTENTE,1,ALIMENTOS,SP,4157,2007,INEXISTENTE
1997-05-14,1983-10-12,INEXISTENTE,1,HOSPEDAGEM E TURISMO,CE,7841,1997,INEXISTENTE
1997-07-31,INEXISTENTE,2005-03-22,0,CRÉDITO IMOBILIÁRIO,PR,2791,1997,2005
2010-06-14,1959-04-28,INEXISTENTE,1,TEXTIL E VESTUÁRIO,SP,3066,2010,INEXISTENTE
2007-06-13,2006-08-15,2010-07-26,0,COMÉRCIO (ATACADO E VAREJO),SP,1138,2007,2010
1976-05-21,1964-05-22,2012-07-02,0,Emp. Adm. Part. - Têxtil e Vestuário,SC,13181,1976,2012
1999-11-16,1999-06-22,2009-08-07,0,Emp. Adm. Part. - Petróleo e Gás,RJ,3551,1999,2009
1994-10-04,INEXISTENTE,2006-03-21,0,COMÉRCIO (ATACADO E VAREJO),RS,4187,1994,2006
1986-10-13,INEXISTENTE,2001-01-09,0,EMP. ADM. PARTICIPAÇÕES,SP,5201,1986,2001
1977-07-20,INEXISTENTE,2010-01-04,0,ALIMENTOS,SC,11849,1977,2010
1995-12-11,1994-05-27,2015-02-09,0,ARRENDAMENTO MERCANTIL,SP,6998,1995,2015
1982-09-22,INEXISTENTE,1988-03-11,0,"Construção Civil, Mat. Constr. e Decoração",DF,1999,1982,1988
1990-02-15,INEXISTENTE,2008-03-18,0,"Construção Civil, Mat. Constr. e Decoração",DF,6603,1990,2008
1969-11-13,1892-03-11,2016-01-07,0,TEXTIL E VESTUÁRIO,SC,16849,1969,2016
1977-07-20,INEXISTENTE,2007-11-13,0,"Máquinas, Equipamentos, Veículos e Peças",RJ,11063,1977,2007
1998-05-04,1997-12-05,2010-01-04,0,Emp. Adm. Part. - Intermediação Financeira,SP,4260,1998,2010
1979-11-30,1952-10-11,INEXISTENTE,1,ALIMENTOS,SC,14215,1979,INEXISTENTE
1972-12-13,1969-09-30,2010-01-04,0,"Máquinas, Equipamentos, Veículos e Peças",SP,13531,1972,2010
1977-07-20,1947-05-20,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),PR,15075,1977,INEXISTENTE
1971-12-08,INEXISTENTE,2007-08-07,0,TEXTIL E VESTUÁRIO,ES,13019,1971,2007
1986-07-24,1974-08-09,2010-01-04,0,Farmacêutico e Higiene,RJ,8560,1986,2010
1969-11-01,1906-01-06,2011-01-04,0,TEXTIL E VESTUÁRIO,RJ,15033,1969,2011
2001-08-20,1988-01-01,2007-08-07,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SP,2177,2001,2007
1989-10-06,INEXISTENTE,2006-03-21,0,ALIMENTOS,SP,6010,1989,2006
1986-08-18,1947-06-28,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",RJ,11762,1986,INEXISTENTE
2007-06-13,1989-05-31,INEXISTENTE,1,BANCOS,SP,4162,2007,INEXISTENTE
1967-02-21,1967-02-21,2007-01-09,0,Petroquímicos e Borracha,CE,14558,1967,2007
1985-01-23,INEXISTENTE,2007-01-09,0,Petroquímicos e Borracha,CE,8016,1985,2007
1987-04-29,INEXISTENTE,1999-10-21,0,"Máquinas, Equipamentos, Veículos e Peças",SP,4552,1987,1999
2007-08-17,2007-05-21,2012-06-19,0,SECURITIZAÇÃO DE RECEBÍVEIS,RS,1767,2007,2012
1999-05-04,1998-05-26,2001-06-05,0,EMP. ADM. PARTICIPAÇÕES,SP,761,1999,2001
2005-08-18,2005-04-25,2010-09-30,0,SECURITIZAÇÃO DE RECEBÍVEIS,RJ,1867,2005,2010
1987-11-05,INEXISTENTE,1990-12-27,0,EMP. ADM. PARTICIPAÇÕES,SP,1147,1987,1990
2008-03-12,2000-10-20,2008-06-13,0,"Construção Civil, Mat. Constr. e Decoração",GO,91,2008,2008
2012-07-23,2012-06-25,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,MG,2297,2012,INEXISTENTE
2000-10-18,2000-03-20,2006-01-17,0,COMUNICAÇÃO E INFORMÁTICA,RJ,1919,2000,2006
1991-07-08,INEXISTENTE,1992-02-24,0,"Máquinas, Equipamentos, Veículos e Peças",SP,231,1991,1992
2010-12-16,2010-02-18,2012-05-22,0,"Construção Civil, Mat. Constr. e Decoração",SP,526,2010,2012
1994-06-01,INEXISTENTE,1995-07-20,0,EMP. ADM. PARTICIPAÇÕES,RJ,414,1994,1995
1996-04-29,1995-11-01,2005-06-17,0,EMP. ADM. PARTICIPAÇÕES,SP,3333,1996,2005
1966-05-07,1955-11-28,1997-12-03,0,"Máquinas, Equipamentos, Veículos e Peças",SP,11521,1966,1997
2006-09-19,1972-01-01,2010-07-07,0,SERVIÇOS MÉDICOS,SP,1388,2006,2010
2000-03-10,1999-09-20,2004-04-13,0,EMP. ADM. PARTICIPAÇÕES,RJ,1493,2000,2004
1971-10-20,1968-11-01,2004-11-18,0,Petroquímicos e Borracha,SP,12073,1971,2004
1994-07-28,1994-06-13,2010-02-11,0,PAPEL E CELULOSE,SP,5673,1994,2010
1998-07-20,1998-06-01,2008-06-30,0,Emp. Adm. Part. - Telecomunicações,RJ,3630,1998,2008
1977-07-20,1953-12-31,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",MG,15075,1977,INEXISTENTE
1986-11-17,INEXISTENTE,2006-03-21,0,"Máquinas, Equipamentos, Veículos e Peças",RS,7064,1986,2006
2011-04-13,2010-06-09,2013-12-31,0,Emp. Adm. Part. - Sem Setor Principal,SP,988,2011,2013
1977-07-20,1972-12-12,INEXISTENTE,1,BANCOS,MG,15075,1977,INEXISTENTE
1996-11-29,1990-06-19,2017-05-31,0,ARRENDAMENTO MERCANTIL,MG,7487,1996,2017
1986-06-04,INEXISTENTE,2006-03-21,0,METALURGIA E SIDERURGIA,SP,7227,1986,2006
1977-07-20,INEXISTENTE,2007-01-09,0,COMÉRCIO (ATACADO E VAREJO),RJ,10759,1977,2007
1992-12-18,1992-12-04,2007-01-09,0,SECURITIZAÇÃO DE RECEBÍVEIS,RJ,5136,1992,2007
1989-07-07,INEXISTENTE,1993-04-02,0,"Máquinas, Equipamentos, Veículos e Peças",SP,1365,1989,1993
1973-10-26,INEXISTENTE,1999-02-02,0,"Máquinas, Equipamentos, Veículos e Peças",SP,9226,1973,1999
1971-07-08,INEXISTENTE,1988-09-23,0,METALURGIA E SIDERURGIA,RJ,6280,1971,1988
2007-04-10,1960-01-01,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",SP,4225,2007,INEXISTENTE
1968-09-02,1962-09-30,INEXISTENTE,1,METALURGIA E SIDERURGIA,PR,18318,1968,INEXISTENTE
1946-08-06,INEXISTENTE,1990-05-02,0,METALURGIA E SIDERURGIA,RJ,15966,1946,1990
1977-07-20,INEXISTENTE,2010-01-04,0,METALURGIA E SIDERURGIA,RJ,11849,1977,2010
1998-06-16,1997-11-19,2012-05-31,0,Emp. Adm. Part. - Securitização de Recebíveis,MG,5095,1998,2012
1971-11-26,1955-09-16,2016-01-07,0,METALURGIA E SIDERURGIA,SC,16106,1971,2016
1968-05-17,1939-08-24,INEXISTENTE,1,METALURGIA E SIDERURGIA,RS,18423,1968,INEXISTENTE
1973-01-12,INEXISTENTE,1992-06-10,0,METALURGIA E SIDERURGIA,RS,7083,1973,1992
1990-01-04,INEXISTENTE,1994-07-26,0,METALURGIA E SIDERURGIA,SC,1662,1990,1994
1933-03-24,INEXISTENTE,1988-08-30,0,METALURGIA E SIDERURGIA,SP,20231,1933,1988
1981-12-22,INEXISTENTE,1987-05-29,0,METALURGIA E SIDERURGIA,SP,1987,1981,1987
1988-11-29,INEXISTENTE,INEXISTENTE,1,METALURGIA E SIDERURGIA,SC,10931,1988,INEXISTENTE
1974-12-26,1974-12-26,INEXISTENTE,1,Petroquímicos e Borracha,BA,16014,1974,INEXISTENTE
1971-05-18,1942-01-05,INEXISTENTE,1,METALURGIA E SIDERURGIA,SC,17327,1971,INEXISTENTE
1973-05-02,INEXISTENTE,1986-09-19,0,"Construção Civil, Mat. Constr. e Decoração",SP,4882,1973,1986
1998-11-04,1973-05-02,2005-06-20,0,"Construção Civil, Mat. Constr. e Decoração",SP,2421,1998,2005
1997-05-16,INEXISTENTE,1998-07-23,0,SERVICOS DIVERSOS,SP,432,1997,1998
2012-09-04,1976-08-19,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,MG,2256,2012,INEXISTENTE
1985-09-19,INEXISTENTE,2005-03-22,0,"Máquinas, Equipamentos, Veículos e Peças",RJ,7123,1985,2005
1986-06-05,INEXISTENTE,1998-10-30,0,"Máquinas, Equipamentos, Veículos e Peças",SP,4525,1986,1998
2010-04-14,1980-12-01,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",RJ,3126,2010,INEXISTENTE
1977-07-20,INEXISTENTE,1998-12-09,0,EMP. ADM. PARTICIPAÇÕES,MG,7804,1977,1998
1997-01-29,1996-01-01,2010-01-04,0,METALURGIA E SIDERURGIA,MG,4720,1997,2010
1977-07-20,1961-09-08,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",MG,15075,1977,INEXISTENTE
1969-06-17,INEXISTENTE,1991-04-22,0,EXTRAÇÃO MINERAL,AM,7975,1969,1991
1969-11-26,INEXISTENTE,2005-03-22,0,EXTRAÇÃO MINERAL,SC,12896,1969,2005
2007-07-18,1992-01-01,INEXISTENTE,1,ALIMENTOS,SP,4127,2007,INEXISTENTE
1990-12-21,1984-08-01,INEXISTENTE,1,Emp. Adm. Part. - Alimentos,RS,10179,1990,INEXISTENTE
2011-09-12,2011-03-10,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,RJ,2613,2011,INEXISTENTE
1998-11-10,1998-08-26,INEXISTENTE,1,EXTRAÇÃO MINERAL,RJ,7300,1998,INEXISTENTE
1984-10-16,INEXISTENTE,1994-09-14,0,METALURGIA E SIDERURGIA,MG,3618,1984,1994
1986-05-12,INEXISTENTE,2005-03-22,0,TELECOMUNICAÇÕES,SP,6885,1986,2005
2007-12-24,2007-07-11,2010-08-31,0,Emp. Adm. Part. - Educação,SP,982,2007,2010
1977-07-20,INEXISTENTE,1989-10-03,0,ALIMENTOS,SP,4453,1977,1989
1986-05-29,INEXISTENTE,1994-08-15,0,ALIMENTOS,PE,2996,1986,1994
1978-06-19,INEXISTENTE,2010-01-04,0,BEBIDAS E FUMO,RS,11515,1978,2010
1980-05-07,1947-12-16,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,RJ,14053,1980,INEXISTENTE
2007-12-24,2007-06-11,2014-02-26,0,Emp. Adm. Part. - Sem Setor Principal,SP,2257,2007,2014
1977-07-20,1949-02-25,2008-03-18,0,"Máquinas, Equipamentos, Veículos e Peças",RJ,11193,1977,2008
1977-07-20,INEXISTENTE,2000-10-16,0,"Máquinas, Equipamentos, Veículos e Peças",SP,8481,1977,2000
1986-05-29,INEXISTENTE,2005-03-22,0,"Máquinas, Equipamentos, Veículos e Peças",SP,6868,1986,2005
1982-11-30,INEXISTENTE,2005-12-20,0,"Máquinas, Equipamentos, Veículos e Peças",MG,8415,1982,2005
1977-07-20,INEXISTENTE,1994-03-08,0,PETRÓLEO E GÁS,RJ,6073,1977,1994
1977-07-20,INEXISTENTE,2006-03-21,0,"Máquinas, Equipamentos, Veículos e Peças",RJ,10466,1977,2006
2007-08-23,1983-01-01,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",PE,4092,2007,INEXISTENTE
1977-07-20,INEXISTENTE,2006-11-22,0,"Construção Civil, Mat. Constr. e Decoração",CE,10707,1977,2006
2016-01-29,2015-10-29,INEXISTENTE,1,Serviços Transporte e Logística,SP,1011,2016,INEXISTENTE
1998-11-13,1996-06-30,INEXISTENTE,1,Serviços Transporte e Logística,RJ,7297,1998,INEXISTENTE
2007-07-13,2006-05-31,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",MG,4132,2007,INEXISTENTE
1986-03-07,INEXISTENTE,1990-11-09,0,METALURGIA E SIDERURGIA,PR,1702,1986,1990
1998-03-26,1998-01-26,2004-03-29,0,EMP. ADM. PARTICIPAÇÕES,RJ,2193,1998,2004
1996-11-04,INEXISTENTE,1997-12-30,0,SERVICOS DIVERSOS,SP,421,1996,1997
2008-07-10,2007-05-21,INEXISTENTE,0,ENERGIA ELÉTRICA,SP,3770,2008,INEXISTENTE
2007-07-25,2005-12-30,INEXISTENTE,1,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",RJ,4120,2007,INEXISTENTE
1983-03-30,INEXISTENTE,1998-10-22,0,ARRENDAMENTO MERCANTIL,RJ,5677,1983,1998
2010-02-03,2009-08-06,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),SP,3197,2010,INEXISTENTE
1986-02-28,INEXISTENTE,1993-06-24,0,EMP. ADM. PARTICIPAÇÕES,RJ,2671,1986,1993
1980-11-20,INEXISTENTE,1995-01-05,0,TEXTIL E VESTUÁRIO,RJ,5160,1980,1995
1977-07-20,INEXISTENTE,1987-05-07,0,EXTRAÇÃO MINERAL,SP,3577,1977,1987
1977-07-20,INEXISTENTE,1991-01-07,0,EMP. ADM. PARTICIPAÇÕES,SP,4917,1977,1991
1977-07-20,INEXISTENTE,2005-03-22,0,TEXTIL E VESTUÁRIO,RJ,10102,1977,2005
1979-12-12,1896-04-02,INEXISTENTE,1,TEXTIL E VESTUÁRIO,SP,14203,1979,INEXISTENTE
1995-01-05,INEXISTENTE,1997-07-07,0,BANCOS,RJ,912,1995,1997
1999-09-24,1992-06-30,2003-08-29,0,EMP. ADM. PARTICIPAÇÕES,RJ,1435,1999,2003
1990-04-05,INEXISTENTE,1996-05-27,0,ARRENDAMENTO MERCANTIL,SP,2242,1990,1996
1977-07-20,INEXISTENTE,1990-01-30,0,BANCOS,RJ,4575,1977,1990
1977-07-20,1912-08-30,INEXISTENTE,1,EXTRAÇÃO MINERAL,SP,15075,1977,INEXISTENTE
1977-07-20,INEXISTENTE,1998-11-18,0,"Máquinas, Equipamentos, Veículos e Peças",SP,7783,1977,1998
2011-12-12,2011-06-15,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,2523,2011,INEXISTENTE
2016-03-21,2012-04-11,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,MT,959,2016,INEXISTENTE
1985-06-17,INEXISTENTE,1986-11-28,0,EMP. ADM. PARTICIPAÇÕES,SP,526,1985,1986
1986-10-03,INEXISTENTE,1992-11-18,0,"Máquinas, Equipamentos, Veículos e Peças",RS,2235,1986,1992
2004-05-21,1969-08-28,INEXISTENTE,1,Farmacêutico e Higiene,SP,5279,2004,INEXISTENTE
2016-10-03,2000-12-26,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,767,2016,INEXISTENTE
1996-05-08,1996-02-14,INEXISTENTE,1,Emp. Adm. Part. - Energia Elétrica,RJ,8212,1996,INEXISTENTE
1977-07-20,INEXISTENTE,2010-01-04,0,"Construção Civil, Mat. Constr. e Decoração",SP,11849,1977,2010
1994-11-22,1994-07-07,2014-12-31,0,TELECOMUNICAÇÕES,SP,7339,1994,2014
1994-10-27,1994-08-23,INEXISTENTE,1,CRÉDITO IMOBILIÁRIO,SC,8773,1994,INEXISTENTE
1998-07-20,1998-06-24,INEXISTENTE,1,Emp. Adm. Part. - Telecomunicações,RJ,7410,1998,INEXISTENTE
2010-06-24,2008-08-19,2012-01-30,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SP,586,2010,2012
2011-12-12,2011-06-15,2014-12-19,0,Emp. Adm. Part. - Sem Setor Principal,SP,1102,2011,2014
1972-11-23,INEXISTENTE,2003-03-31,0,Petroquímicos e Borracha,BA,11083,1972,2003
2011-12-12,2011-06-15,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,2523,2011,INEXISTENTE
1981-09-30,INEXISTENTE,2003-01-23,0,BANCOS,MG,7783,1981,2003
2008-06-23,1958-01-01,2010-05-13,0,"Construção Civil, Mat. Constr. e Decoração",SE,690,2008,2010
1984-06-01,INEXISTENTE,1988-09-23,0,METALURGIA E SIDERURGIA,BA,1572,1984,1988
1956-08-23,1956-08-23,INEXISTENTE,1,METALURGIA E SIDERURGIA,SP,22707,1956,INEXISTENTE
1977-07-20,INEXISTENTE,1994-06-10,0,SEGURADORAS E CORRETORAS,SP,6165,1977,1994
2008-02-29,2005-04-29,2009-03-03,0,PETRÓLEO E GÁS,RJ,369,2008,2009
2012-11-23,2002-07-25,INEXISTENTE,1,Farmacêutico e Higiene,RJ,2177,2012,INEXISTENTE
2018-04-19,2014-02-18,INEXISTENTE,1,Emp. Adm. Part. - Serviços médicos,SP,201,2018,INEXISTENTE
2002-01-31,2001-08-21,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,RJ,6119,2002,INEXISTENTE
1977-07-20,1932-03-17,2005-11-29,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",BA,10349,1977,2005
1987-07-20,1924-01-18,2011-07-15,0,TEXTIL E VESTUÁRIO,RJ,8755,1987,2011
2007-09-11,2007-05-17,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4074,2007,INEXISTENTE
1996-02-22,INEXISTENTE,1997-02-05,0,EMP. ADM. PARTICIPAÇÕES,RJ,348,1996,1997
1986-04-16,INEXISTENTE,1993-09-29,0,"Máquinas, Equipamentos, Veículos e Peças",DF,2718,1986,1993
2001-12-05,2001-09-06,2010-07-21,0,Emp. Adm. Part. - Petróleo e Gás,RJ,3151,2001,2010
2001-12-19,2001-09-11,2010-08-11,0,Emp. Adm. Part. - Petróleo e Gás,RJ,3157,2001,2010
1977-07-20,INEXISTENTE,1999-08-18,0,SEGURADORAS E CORRETORAS,RS,8058,1977,1999
1977-07-20,INEXISTENTE,2002-01-22,0,SEGURADORAS E CORRETORAS,RS,8947,1977,2002
1982-08-19,INEXISTENTE,1985-02-27,0,HOSPEDAGEM E TURISMO,SP,923,1982,1985
2008-12-22,2008-08-20,2015-11-11,0,SECURITIZAÇÃO DE RECEBÍVEIS,RJ,2514,2008,2015
1993-12-21,INEXISTENTE,2002-08-08,0,EMP. ADM. PARTICIPAÇÕES,RJ,3152,1993,2002
1997-09-16,1997-09-05,INEXISTENTE,1,Emp. Adm. Part. - Serviços Transporte e Logística,SP,7719,1997,INEXISTENTE
1982-11-24,INEXISTENTE,1991-05-09,0,ALIMENTOS,RJ,3090,1982,1991
2008-02-11,1979-01-01,INEXISTENTE,1,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SP,3919,2008,INEXISTENTE
1970-11-13,INEXISTENTE,2005-03-22,0,TEXTIL E VESTUÁRIO,SC,12544,1970,2005
1997-07-17,INEXISTENTE,2002-09-30,0,EMP. ADM. PARTICIPAÇÕES,SP,1898,1997,2002
2015-06-11,2011-07-20,INEXISTENTE,1,Emp. Adm. Part. - Petróleo e Gás,RJ,1244,2015,INEXISTENTE
2011-02-14,2010-05-03,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,2821,2011,INEXISTENTE
1981-07-17,INEXISTENTE,2000-10-17,0,EMP. ADM. PARTICIPAÇÕES,BA,7025,1981,2000
2006-06-13,1987-01-01,INEXISTENTE,1,SERVIÇOS MÉDICOS,SP,4527,2006,INEXISTENTE
1997-11-10,1997-07-22,2009-11-30,0,Emp. Adm. Part. - Telecomunicações,RJ,4400,1997,2009
1980-03-27,2000-02-28,INEXISTENTE,1,TELECOMUNICAÇÕES,RJ,14093,1980,INEXISTENTE
2006-07-19,2006-04-10,INEXISTENTE,1,Emp. Adm. Part. - Petróleo e Gás,RJ,4491,2006,INEXISTENTE
1986-06-10,INEXISTENTE,2005-03-22,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",CE,6857,1986,2005
1977-07-20,1955-05-09,2010-01-04,0,ALIMENTOS,RS,11849,1977,2010
2010-07-29,2007-09-26,2013-09-20,0,Emp. Adm. Part. - Energia Elétrica,MG,1146,2010,2013
2014-07-07,2007-09-26,INEXISTENTE,1,Emp. Adm. Part. - Energia Elétrica,MG,1583,2014,INEXISTENTE
2006-12-29,2006-01-16,2012-03-29,0,"Construção Civil, Mat. Constr. e Decoração",SP,1920,2006,2012
1996-02-22,INEXISTENTE,1998-01-08,0,Petroquímicos e Borracha,SP,686,1996,1998
1998-03-06,1997-11-06,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,RJ,7544,1998,INEXISTENTE
1997-07-16,1997-06-05,2006-05-30,0,Emp. Adm. Part. - Telecomunicações,RJ,3239,1997,2006
2007-03-30,2000-02-11,2009-05-04,0,SECURITIZAÇÃO DE RECEBÍVEIS,RJ,764,2007,2009
1997-09-23,1997-06-26,2008-07-28,0,SECURITIZAÇÃO DE RECEBÍVEIS,RJ,3960,1997,2008
1980-10-03,INEXISTENTE,2000-09-05,0,Petroquímicos e Borracha,SP,7272,1980,2000
1968-09-24,INEXISTENTE,1995-07-14,0,Petroquímicos e Borracha,SP,9785,1968,1995
2008-02-26,2007-07-03,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,RJ,3904,2008,INEXISTENTE
2010-11-10,2010-06-30,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,2920,2010,INEXISTENTE
2014-10-17,2014-04-10,INEXISTENTE,1,Emp. Adm. Part. - Comércio (Atacado e Varejo),SP,1483,2014,INEXISTENTE
2013-11-14,1973-05-29,INEXISTENTE,1,Serviços Transporte e Logística,PR,1821,2013,INEXISTENTE
1981-05-20,INEXISTENTE,2002-05-22,0,Petroquímicos e Borracha,BA,7667,1981,2002
1986-10-16,INEXISTENTE,2002-12-26,0,Petroquímicos e Borracha,SP,5910,1986,2002
2017-07-07,2015-01-22,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,488,2017,INEXISTENTE
1990-11-26,INEXISTENTE,1998-04-24,0,COMÉRCIO (ATACADO E VAREJO),RJ,2708,1990,1998
1970-10-30,INEXISTENTE,1993-10-29,0,EXTRAÇÃO MINERAL,MG,8394,1970,1993
2000-01-25,1998-06-18,INEXISTENTE,1,ARRENDAMENTO MERCANTIL,SP,6855,2000,INEXISTENTE
1977-07-20,INEXISTENTE,1989-12-21,0,"Máquinas, Equipamentos, Veículos e Peças",RS,4531,1977,1989
1971-12-29,1967-07-20,INEXISTENTE,1,METALURGIA E SIDERURGIA,RS,17106,1971,INEXISTENTE
1949-01-27,INEXISTENTE,1991-03-06,0,METALURGIA E SIDERURGIA,SP,15369,1949,1991
1996-04-29,INEXISTENTE,1999-06-08,0,METALURGIA E SIDERURGIA,SP,1134,1996,1999
