register_date,accept_date,cancel_date,active,activity_sector,uf,life_days,register_year,cancel_year
2018-10-10,2018-05-25,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,RS,30,2018,INEXISTENTE
1988-09-13,INEXISTENTE,2005-03-22,0,"Máquinas, Equipamentos, Veículos e Peças",SP,6034,1988,2005
1984-11-06,INEXISTENTE,2005-03-22,0,EMP. ADM. PARTICIPAÇÕES,SP,7441,1984,2005
2006-06-09,1999-09-20,2010-05-07,0,Emp. Adm. Part. - Telecomunicações,PR,1428,2006,2010
1968-09-06,INEXISTENTE,2005-03-22,0,EXTRAÇÃO MINERAL,PE,13341,1968,2005
2008-08-19,2007-12-19,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,3731,2008,INEXISTENTE
1988-09-01,1946-05-02,INEXISTENTE,1,METALURGIA E SIDERURGIA,RJ,11019,1988,INEXISTENTE
1991-12-16,INEXISTENTE,2000-06-20,0,ARRENDAMENTO MERCANTIL,SP,3109,1991,2000
2018-04-20,2001-08-30,INEXISTENTE,1,SERVIÇOS MÉDICOS,CE,200,2018,INEXISTENTE
2011-08-18,2011-02-24,2016-06-07,0,Emp. Adm. Part. - Sem Setor Principal,SP,1754,2011,2016
1995-05-02,1986-09-16,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,8583,1995,INEXISTENTE
2007-07-09,1977-01-01,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",SP,4136,2007,INEXISTENTE
1968-11-01,1936-01-01,INEXISTENTE,1,METALURGIA E SIDERURGIA,SP,18259,1968,INEXISTENTE
1987-01-12,INEXISTENTE,2005-03-22,0,"Máquinas, Equipamentos, Veículos e Peças",SC,6640,1987,2005
2011-12-14,2010-08-18,INEXISTENTE,1,Serviços Transporte e Logística,SP,2521,2011,INEXISTENTE
1977-07-20,INEXISTENTE,1990-11-29,0,"Construção Civil, Mat. Constr. e Decoração",SP,4874,1977,1990
1985-03-26,INEXISTENTE,1996-02-12,0,Petroquímicos e Borracha,SP,3971,1985,1996
1980-07-18,INEXISTENTE,1996-02-12,0,Petroquímicos e Borracha,SP,5684,1980,1996
1996-02-13,1995-08-14,2018-05-30,0,HOSPEDAGEM E TURISMO,SP,8137,1996,2018
1996-03-29,INEXISTENTE,2004-04-27,0,SERVIÇOS MÉDICOS,SP,2948,1996,2004
1968-07-17,INEXISTENTE,2015-03-13,0,HOSPEDAGEM E TURISMO,MG,17031,1968,2015
1980-08-08,1943-04-28,INEXISTENTE,1,HOSPEDAGEM E TURISMO,RJ,13962,1980,INEXISTENTE
1981-05-20,INEXISTENTE,1990-09-19,0,HOSPEDAGEM E TURISMO,SC,3404,1981,1990
1973-01-12,INEXISTENTE,1984-12-18,0,"Máquinas, Equipamentos, Veículos e Peças",SP,4351,1973,1984
1983-05-23,INEXISTENTE,1990-08-03,0,ARRENDAMENTO MERCANTIL,SP,2625,1983,1990
1995-12-13,1978-01-01,2004-10-29,0,ARRENDAMENTO MERCANTIL,SP,3241,1995,2004
1985-11-04,INEXISTENTE,2000-02-01,0,ARRENDAMENTO MERCANTIL,SP,5202,1985,2000
2005-06-06,2003-12-15,2015-09-14,0,ARRENDAMENTO MERCANTIL,SP,3748,2005,2015
1981-09-23,INEXISTENTE,1999-12-23,0,ARRENDAMENTO MERCANTIL,PR,6660,1981,1999
1977-07-20,INEXISTENTE,2000-12-26,0,SEGURADORAS E CORRETORAS,PR,8551,1977,2000
1993-01-26,1992-04-07,2009-09-16,0,"Construção Civil, Mat. Constr. e Decoração",SP,6070,1993,2009
1984-12-12,INEXISTENTE,1989-12-19,0,EMP. ADM. PARTICIPAÇÕES,SP,1832,1984,1989
1987-08-25,INEXISTENTE,2007-01-09,0,TEXTIL E VESTUÁRIO,SC,7074,1987,2007
1996-05-28,1996-03-04,2007-01-09,0,"Construção Civil, Mat. Constr. e Decoração",PR,3876,1996,2007
2008-04-16,2002-01-01,INEXISTENTE,1,Farmacêutico e Higiene,SP,3854,2008,INEXISTENTE
1993-12-03,INEXISTENTE,1995-01-09,0,ARRENDAMENTO MERCANTIL,RJ,406,1993,1995
1982-09-28,INEXISTENTE,1989-02-23,0,EXTRAÇÃO MINERAL,MG,2340,1982,1989
1971-07-07,INEXISTENTE,1984-10-26,0,OUTRAS ATIVIDADES INDUSTRIAIS,PE,4854,1971,1984
1999-08-02,1998-01-26,INEXISTENTE,1,Emp. Adm. Part. - Comunicação e Informática,RJ,7033,1999,INEXISTENTE
1990-07-04,INEXISTENTE,2005-12-20,0,"Máquinas, Equipamentos, Veículos e Peças",MG,5641,1990,2005
1972-09-19,INEXISTENTE,1989-09-19,0,METALURGIA E SIDERURGIA,SP,6205,1972,1989
1973-12-19,1964-10-05,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",AM,16386,1973,INEXISTENTE
2011-02-21,2006-06-26,2011-03-23,0,"Saneamento, Serv. Água e Gás",SP,32,2011,2011
2013-05-13,2006-06-26,INEXISTENTE,1,"Saneamento, Serv. Água e Gás",SP,2002,2013,INEXISTENTE
1995-11-09,1980-11-20,2017-03-03,0,PAPEL E CELULOSE,PR,7784,1995,2017
2007-02-02,1979-05-23,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),SP,4293,2007,INEXISTENTE
1979-11-14,INEXISTENTE,2001-12-28,0,PAPEL E CELULOSE,SP,8074,1979,2001
2008-01-18,1969-01-01,2008-11-05,0,ALIMENTOS,PR,287,2008,2008
1977-07-20,INEXISTENTE,2005-12-20,0,COMÉRCIO (ATACADO E VAREJO),RS,10370,1977,2005
1994-09-21,INEXISTENTE,2007-08-07,0,ALIMENTOS,RJ,4701,1994,2007
1977-07-20,INEXISTENTE,2010-01-04,0,COMÉRCIO (ATACADO E VAREJO),PA,11849,1977,2010
1981-05-25,INEXISTENTE,2002-03-05,0,"Máquinas, Equipamentos, Veículos e Peças",SP,7585,1981,2002
2011-08-08,2007-06-30,INEXISTENTE,1,TEXTIL E VESTUÁRIO,SP,2647,2011,INEXISTENTE
1971-12-30,1962-03-27,2018-01-30,0,"Construção Civil, Mat. Constr. e Decoração",BA,16825,1971,2018
1969-11-10,INEXISTENTE,2005-03-22,0,"Construção Civil, Mat. Constr. e Decoração",BA,12912,1969,2005
1981-11-30,INEXISTENTE,1999-01-11,0,BEBIDAS E FUMO,AM,6251,1981,1999
1979-12-12,INEXISTENTE,1995-01-17,0,BEBIDAS E FUMO,MG,5515,1979,1995
1981-05-20,INEXISTENTE,1999-01-11,0,BEBIDAS E FUMO,MG,6441,1981,1999
1990-05-09,INEXISTENTE,1990-07-26,0,BEBIDAS E FUMO,MT,77,1990,1990
1979-10-08,INEXISTENTE,2001-11-01,0,BEBIDAS E FUMO,BA,8053,1979,2001
1987-05-28,INEXISTENTE,1999-01-11,0,BEBIDAS E FUMO,PB,4243,1987,1999
1982-07-01,INEXISTENTE,1999-01-11,0,BEBIDAS E FUMO,PI,6035,1982,1999
1966-07-05,INEXISTENTE,2001-05-31,0,BEBIDAS E FUMO,RS,12741,1966,2001
1990-05-04,INEXISTENTE,1999-01-11,0,BEBIDAS E FUMO,RN,3172,1990,1999
1973-10-19,INEXISTENTE,2005-03-22,0,Farmacêutico e Higiene,PA,11473,1973,2005
1977-07-20,INEXISTENTE,2005-12-20,0,TEXTIL E VESTUÁRIO,RS,10370,1977,2005
1973-11-28,1971-03-29,2007-02-14,0,EXTRAÇÃO MINERAL,PA,12126,1973,2007
1971-10-20,INEXISTENTE,1991-05-06,0,"Máquinas, Equipamentos, Veículos e Peças",RS,7136,1971,1991
1983-07-08,INEXISTENTE,1986-12-23,0,PAPEL E CELULOSE,SP,1260,1983,1986
1972-04-14,INEXISTENTE,2012-10-25,0,"Máquinas, Equipamentos, Veículos e Peças",RS,14791,1972,2012
1977-07-20,INEXISTENTE,1988-01-12,0,ALIMENTOS,ES,3827,1977,1988
1976-05-05,INEXISTENTE,2005-12-20,0,METALURGIA E SIDERURGIA,RJ,10810,1976,2005
1986-04-11,INEXISTENTE,2006-11-22,0,ALIMENTOS,PR,7521,1986,2006
1977-07-20,INEXISTENTE,2005-03-22,0,PAPEL E CELULOSE,BA,10102,1977,2005
1983-11-28,INEXISTENTE,1996-11-11,0,EMBALAGENS,SP,4728,1983,1996
1980-11-20,INEXISTENTE,2005-03-22,0,TEXTIL E VESTUÁRIO,SC,8887,1980,2005
1983-03-30,1959-09-28,2010-03-08,0,Emp. Adm. Part. - Metalurgia e Siderurgia,RS,9833,1983,2010
1976-03-17,INEXISTENTE,1989-01-24,0,METALURGIA E SIDERURGIA,RS,4692,1976,1989
1996-12-05,1995-07-26,2003-10-01,0,ARRENDAMENTO MERCANTIL,SP,2491,1996,2003
1983-10-13,INEXISTENTE,1988-01-11,0,ALIMENTOS,RS,1553,1983,1988
1977-07-20,INEXISTENTE,1987-11-26,0,ALIMENTOS,MG,3776,1977,1987
1977-07-20,INEXISTENTE,1992-03-13,0,ALIMENTOS,SP,5348,1977,1992
1996-11-28,1967-11-27,2010-01-25,0,"Máquinas, Equipamentos, Veículos e Peças",SP,4807,1996,2010
1977-07-20,INEXISTENTE,1993-06-24,0,"Construção Civil, Mat. Constr. e Decoração",SC,5814,1977,1993
1977-07-20,INEXISTENTE,1996-06-14,0,"Máquinas, Equipamentos, Veículos e Peças",SP,6899,1977,1996
1977-07-20,INEXISTENTE,1998-07-17,0,ALIMENTOS,SP,7662,1977,1998
1977-07-20,1957-09-16,2010-01-04,0,ALIMENTOS,PE,11849,1977,2010
1984-11-19,INEXISTENTE,1986-07-25,0,BEBIDAS E FUMO,RJ,616,1984,1986
1985-03-14,1972-06-16,INEXISTENTE,1,ALIMENTOS,SP,12281,1985,INEXISTENTE
1977-10-20,INEXISTENTE,1991-06-13,0,METALURGIA E SIDERURGIA,RN,4983,1977,1991
1977-07-20,INEXISTENTE,2005-08-09,0,ALIMENTOS,MA,10239,1977,2005
1968-08-05,INEXISTENTE,2010-01-04,0,"Construção Civil, Mat. Constr. e Decoração",SP,15119,1968,2010
1977-07-20,INEXISTENTE,2006-11-22,0,EMBALAGENS,PE,10707,1977,2006
1981-09-29,INEXISTENTE,1986-03-07,0,Petroquímicos e Borracha,SP,1623,1981,1986
1973-11-08,INEXISTENTE,1994-07-18,0,OUTRAS ATIVIDADES INDUSTRIAIS,RJ,7555,1973,1994
1971-10-25,INEXISTENTE,2005-08-09,0,Petroquímicos e Borracha,MA,12334,1971,2005
1965-10-14,INEXISTENTE,1988-07-14,0,METALURGIA E SIDERURGIA,SP,8305,1965,1988
1982-08-23,INEXISTENTE,2000-01-04,0,"Máquinas, Equipamentos, Veículos e Peças",SC,6341,1982,2000
1982-09-01,INEXISTENTE,2008-03-18,0,TEXTIL E VESTUÁRIO,ES,9327,1982,2008
1986-07-02,1959-03-30,2015-04-07,0,"Máquinas, Equipamentos, Veículos e Peças",RJ,10500,1986,2015
1968-09-17,1966-08-08,2008-06-26,0,"Máquinas, Equipamentos, Veículos e Peças",RS,14519,1968,2008
1938-04-19,1938-04-19,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",SP,29401,1938,INEXISTENTE
1997-12-17,1997-10-23,2011-11-21,0,ENERGIA ELÉTRICA,PR,5084,1997,2011
1998-10-23,1997-10-31,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",PR,7317,1998,INEXISTENTE
1980-01-22,1968-05-01,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",PR,14158,1980,INEXISTENTE
2008-01-10,2005-09-21,2008-11-27,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",SP,317,2008,2008
1997-07-02,INEXISTENTE,2002-05-27,0,EMP. ADM. PARTICIPAÇÕES,SP,1790,1997,2002
2009-09-22,2008-10-27,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,3333,2009,INEXISTENTE
1998-07-20,1998-06-24,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,7410,1998,INEXISTENTE
2017-02-10,1977-02-02,INEXISTENTE,1,SERVIÇOS MÉDICOS,MG,635,2017,INEXISTENTE
2013-02-19,2010-04-07,2016-01-07,0,Emp. Adm. Part. - Educação,PR,1053,2013,2016
2017-11-09,2008-06-03,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",MG,366,2017,INEXISTENTE
1997-03-12,INEXISTENTE,1998-01-16,0,ALIMENTOS,PR,309,1997,1998
2004-11-12,1968-01-01,2011-08-01,0,EXTRAÇÃO MINERAL,SP,2454,2004,2011
2012-08-06,2010-07-13,2016-01-07,0,Emp. Adm. Part. - Farmacêutico e Higiene,PR,1251,2012,2016
2013-02-28,2010-05-27,2016-01-07,0,Emp. Adm. Part. - Serviços Transporte e Logística,PR,1044,2013,2016
2015-03-19,1965-01-02,INEXISTENTE,1,ALIMENTOS,SP,1326,2015,INEXISTENTE
2009-12-18,2007-07-15,2010-03-26,0,ALIMENTOS,SP,103,2009,2010
2011-03-03,2007-06-15,2014-12-01,0,ALIMENTOS,SP,1363,2011,2014
1983-09-08,INEXISTENTE,1996-08-23,0,EMP. ADM. PARTICIPAÇÕES,RJ,4730,1983,1996
2000-09-29,2000-03-01,INEXISTENTE,1,Emp. Adm. Part. - Serviços Transporte e Logística,RJ,6611,2000,INEXISTENTE
2000-02-04,1997-11-01,INEXISTENTE,1,ENERGIA ELÉTRICA,TO,6846,2000,INEXISTENTE
1985-11-01,INEXISTENTE,1999-05-04,0,EMP. ADM. PARTICIPAÇÕES,SP,4933,1985,1999
2000-01-31,1999-01-21,2002-09-19,0,EMP. ADM. PARTICIPAÇÕES,PR,958,2000,2002
1977-07-20,1964-06-30,INEXISTENTE,1,BANCOS,SP,15075,1977,INEXISTENTE
1998-12-21,1998-10-20,2002-09-30,0,EMP. ADM. PARTICIPAÇÕES,PR,1379,1998,2002
1999-07-20,1998-09-14,2007-05-09,0,COMUNICAÇÃO E INFORMÁTICA,RJ,2849,1999,2007
2000-10-25,1994-06-10,2003-11-05,0,TEXTIL E VESTUÁRIO,SP,1105,2000,2003
2008-11-11,2008-07-23,INEXISTENTE,1,Emp. Adm. Part. - Telecomunicações,RJ,3649,2008,INEXISTENTE
1998-06-17,1998-03-09,2009-07-31,0,Emp. Adm. Part. - Telecomunicações,RJ,4059,1998,2009
1984-07-17,1940-05-28,INEXISTENTE,1,"Máquinas, Equipamentos, Veículos e Peças",SP,12523,1984,INEXISTENTE
1972-11-23,INEXISTENTE,1985-12-09,0,,MA,4761,1972,1985
1985-03-14,1976-03-25,2007-07-18,0,Petroquímicos e Borracha,RS,8154,1985,2007
1984-11-23,INEXISTENTE,2004-06-24,0,Petroquímicos e Borracha,CE,7151,1984,2004
1989-04-27,INEXISTENTE,1995-05-04,0,REFLORESTAMENTO,RS,2197,1989,1995
2017-07-27,1939-04-03,INEXISTENTE,1,SEGURADORAS E CORRETORAS,RJ,468,2017,INEXISTENTE
1997-02-21,INEXISTENTE,2001-09-04,0,EMP. ADM. PARTICIPAÇÕES,SP,1653,1997,2001
1977-07-20,INEXISTENTE,1988-01-12,0,"Máquinas, Equipamentos, Veículos e Peças",SP,3827,1977,1988
2008-04-24,2007-12-18,2008-12-19,0,METALURGIA E SIDERURGIA,RJ,235,2008,2008
1981-12-14,INEXISTENTE,2005-03-22,0,METALURGIA E SIDERURGIA,BA,8498,1981,2005
2007-01-04,2006-04-28,2010-05-28,0,Emp. Adm. Part. - Energia Elétrica,SP,1239,2007,2010
2007-07-02,2007-03-05,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,4143,2007,INEXISTENTE
2011-12-09,2011-02-24,2012-03-29,0,ENERGIA ELÉTRICA,SP,115,2011,2012
2001-03-21,1996-07-22,2012-12-26,0,ENERGIA ELÉTRICA,SP,4290,2001,2012
1996-06-17,INEXISTENTE,1998-07-14,0,EMP. ADM. PARTICIPAÇÕES,SP,757,1996,1998
1982-12-30,INEXISTENTE,1999-08-18,0,EXTRAÇÃO MINERAL,SE,6073,1982,1999
1996-11-07,1996-04-30,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,8033,1996,INEXISTENTE
1981-08-28,INEXISTENTE,1998-01-28,0,OUTRAS ATIVIDADES INDUSTRIAIS,PR,5995,1981,1998
1978-12-22,1973-11-09,2004-12-29,0,HOSPEDAGEM E TURISMO,SP,9497,1978,2004
2003-02-05,1999-01-21,INEXISTENTE,1,ENERGIA ELÉTRICA,RJ,5750,2003,INEXISTENTE
1977-10-20,INEXISTENTE,1989-07-18,0,HOSPEDAGEM E TURISMO,SC,4288,1977,1989
2013-09-26,2006-07-11,2015-07-31,0,ENERGIA ELÉTRICA,MA,675,2013,2015
1998-04-06,1997-09-02,2002-08-19,0,EMP. ADM. PARTICIPAÇÕES,SP,1593,1998,2002
1977-07-20,INEXISTENTE,1998-04-08,0,BANCOS,SP,7563,1977,1998
2002-12-30,1943-01-01,INEXISTENTE,1,BANCOS,SP,5790,2002,INEXISTENTE
1977-07-20,1945-01-02,2003-05-08,0,BANCOS,SP,9418,1977,2003
1983-07-06,1972-08-10,2009-02-28,0,ARRENDAMENTO MERCANTIL,SP,9362,1983,2009
1977-07-20,1966-05-06,INEXISTENTE,1,Emp. Adm. Part. - Sem Setor Principal,SP,15075,1977,INEXISTENTE
2006-01-05,2004-11-03,2012-11-28,0,Emp. Adm. Part. - Seguradoras e Corretoras,SP,2513,2006,2012
1982-06-03,1979-11-16,2006-06-01,0,COMUNICAÇÃO E INFORMÁTICA,SP,8758,1982,2006
1985-11-14,1985-06-01,INEXISTENTE,1,COMUNICAÇÃO E INFORMÁTICA,SP,12041,1985,INEXISTENTE
1997-02-21,INEXISTENTE,1999-04-23,0,EMP. ADM. PARTICIPAÇÕES,SP,792,1997,1999
2000-08-08,1983-06-06,2009-02-02,0,ENERGIA ELÉTRICA,MT,3099,2000,2009
1994-05-17,INEXISTENTE,2005-04-29,0,Emp. Adm. Part. - Energia Elétrica,SP,3997,1994,2005
1977-07-20,INEXISTENTE,2006-07-18,0,COMÉRCIO (ATACADO E VAREJO),RS,10583,1977,2006
2007-10-16,1982-01-01,INEXISTENTE,1,ALIMENTOS,CE,4039,2007,INEXISTENTE
1982-11-10,INEXISTENTE,1995-02-09,0,EMP. ADM. PARTICIPAÇÕES,SP,4474,1982,1995
1982-12-23,INEXISTENTE,1989-02-10,0,COMÉRCIO (ATACADO E VAREJO),RJ,2242,1982,1989
1956-03-31,1956-03-31,2010-01-04,0,TEXTIL E VESTUÁRIO,SC,19623,1956,2010
1981-08-28,INEXISTENTE,1991-08-20,0,"Máquinas, Equipamentos, Veículos e Peças",SP,3642,1981,1991
1994-04-27,INEXISTENTE,2006-02-20,0,PAPEL E CELULOSE,PA,4313,1994,2006
1982-12-28,INEXISTENTE,1987-02-02,0,"Construção Civil, Mat. Constr. e Decoração",SP,1499,1982,1987
2007-03-27,1953-01-01,INEXISTENTE,1,ALIMENTOS,SP,4238,2007,INEXISTENTE
1946-03-12,1946-01-24,INEXISTENTE,1,Emp. Adm. Part. - Telecomunicações,SP,26518,1946,INEXISTENTE
2018-06-25,2005-12-08,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),SP,135,2018,INEXISTENTE
2007-04-04,2006-06-29,INEXISTENTE,1,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",SP,4231,2007,INEXISTENTE
2000-10-31,1999-12-17,2001-12-31,0,EMP. ADM. PARTICIPAÇÕES,RJ,425,2000,2001
1977-07-20,1940-10-10,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",RJ,15075,1977,INEXISTENTE
1989-03-15,INEXISTENTE,1990-05-24,0,GRÁFICAS E EDITORAS,RJ,434,1989,1990
1988-03-04,1920-01-01,INEXISTENTE,1,Emp. Adm. Part. - Alimentos,RS,11196,1988,INEXISTENTE
2013-11-22,2012-03-02,2014-12-31,0,Emp. Adm. Part. - Telecomunicações,SP,404,2013,2014
1985-01-04,1785-01-04,2017-07-28,0,Emp. Adm. Part. - Telecomunicações,SP,11884,1985,2017
2010-04-15,1969-08-05,INEXISTENTE,1,Serviços Transporte e Logística,SP,3125,2010,INEXISTENTE
1995-06-16,INEXISTENTE,1999-07-21,0,EMP. ADM. PARTICIPAÇÕES,SP,1495,1995,1999
1968-06-28,INEXISTENTE,2005-12-20,0,TEXTIL E VESTUÁRIO,RS,13677,1968,2005
2010-11-09,2008-01-28,2011-06-21,0,PETRÓLEO E GÁS,RJ,227,2010,2011
1971-12-29,1933-12-23,INEXISTENTE,1,TEXTIL E VESTUÁRIO,SC,17106,1971,INEXISTENTE
1977-07-20,INEXISTENTE,1992-03-06,0,ALIMENTOS,BA,5341,1977,1992
1983-12-22,INEXISTENTE,1991-06-03,0,Petroquímicos e Borracha,RJ,2721,1983,1991
1980-12-15,1935-01-01,INEXISTENTE,1,Emp. Adm. Part. - Metalurgia e Siderurgia,SP,13835,1980,INEXISTENTE
1977-07-20,INEXISTENTE,1993-11-04,0,ALIMENTOS,SP,5944,1977,1993
1987-07-08,INEXISTENTE,1995-02-14,0,EMP. ADM. PARTICIPAÇÕES,BA,2776,1987,1995
1997-08-06,1978-11-08,INEXISTENTE,1,PAPEL E CELULOSE,SP,7759,1997,INEXISTENTE
2006-08-14,1994-01-01,2010-08-30,0,"Construção Civil, Mat. Constr. e Decoração",SP,1476,2006,2010
1995-10-09,1995-08-31,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),SP,8426,1995,INEXISTENTE
1998-12-01,1998-08-26,INEXISTENTE,1,Emp. Adm. Part. - Educação,MG,7279,1998,INEXISTENTE
1981-12-04,INEXISTENTE,1991-10-03,0,METALURGIA E SIDERURGIA,SP,3589,1981,1991
1969-01-03,1936-05-23,2006-06-30,0,TEXTIL E VESTUÁRIO,SC,13682,1969,2006
1986-04-17,INEXISTENTE,2010-01-04,0,"Máquinas, Equipamentos, Veículos e Peças",SP,8657,1986,2010
1984-07-18,INEXISTENTE,1994-03-03,0,OUTRAS ATIVIDADES INDUSTRIAIS,PR,3515,1984,1994
1997-08-26,INEXISTENTE,2003-10-21,0,EMP. ADM. PARTICIPAÇÕES,RJ,2245,1997,2003
1977-07-20,INEXISTENTE,1988-02-29,0,"Construção Civil, Mat. Constr. e Decoração",SP,3874,1977,1988
2007-11-29,2007-06-11,2009-02-18,0,Emp. Adm. Part. - Sem Setor Principal,SP,449,2007,2009
1981-03-13,INEXISTENTE,1985-06-18,0,METALURGIA E SIDERURGIA,SP,1555,1981,1985
1986-07-21,INEXISTENTE,1997-06-17,0,METALURGIA E SIDERURGIA,SP,3981,1986,1997
1995-10-31,INEXISTENTE,1999-07-15,0,"Máquinas, Equipamentos, Veículos e Peças",PR,1354,1995,1999
1938-03-28,INEXISTENTE,2005-12-20,0,TEXTIL E VESTUÁRIO,RS,24717,1938,2005
1977-07-20,INEXISTENTE,2005-08-09,0,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",MA,10239,1977,2005
1984-12-07,INEXISTENTE,1985-07-23,0,OUTRAS ATIVIDADES INDUSTRIAIS,SP,231,1984,1985
1977-07-20,1964-07-06,2015-06-18,0,"Máquinas, Equipamentos, Veículos e Peças",SP,13838,1977,2015
2000-03-27,1998-06-30,2001-06-12,0,EMP. ADM. PARTICIPAÇÕES,RJ,440,2000,2001
2015-02-03,2014-10-15,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,SP,1372,2015,INEXISTENTE
1991-10-17,INEXISTENTE,1998-11-18,0,ARRENDAMENTO MERCANTIL,SP,2586,1991,1998
1982-08-10,INEXISTENTE,1987-11-13,0,TEXTIL E VESTUÁRIO,RS,1918,1982,1987
1998-07-02,1997-09-30,2014-12-11,0,Emp. Adm. Part. - Telecomunicações,SP,5999,1998,2014
2017-08-28,2016-09-15,2018-06-18,0,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",SP,295,2017,2018
1999-06-09,1973-03-08,2002-11-11,0,Serviços Transporte e Logística,RJ,1247,1999,2002
1998-07-24,1998-01-24,2002-11-11,0,Serviços Transporte e Logística,RJ,1567,1998,2002
1998-07-24,1998-01-24,2005-01-17,0,Serviços Transporte e Logística,RJ,2368,1998,2005
2014-07-14,1998-01-27,INEXISTENTE,1,Serviços Transporte e Logística,RJ,1576,2014,INEXISTENTE
2008-07-14,2000-01-01,2010-02-05,0,Emp. Adm. Part. - Serviços Transporte e Logística,MG,571,2008,2010
1977-07-20,INEXISTENTE,1989-02-01,0,Serviços Transporte e Logística,MG,4211,1977,1989
1997-12-08,1997-10-02,2013-01-15,0,Emp. Adm. Part. - Sem Setor Principal,RJ,5517,1997,2013
1977-10-20,INEXISTENTE,2003-07-03,0,METALURGIA E SIDERURGIA,MG,9383,1977,2003
2013-01-11,1997-06-23,INEXISTENTE,1,ENERGIA ELÉTRICA,RJ,2124,2013,INEXISTENTE
2005-12-12,1999-07-27,INEXISTENTE,1,Emp. Adm. Part. - Energia Elétrica,RJ,4713,2005,INEXISTENTE
1968-11-25,1904-06-30,INEXISTENTE,1,ENERGIA ELÉTRICA,RJ,18235,1968,INEXISTENTE
1985-05-20,1959-03-06,2007-02-14,0,METALURGIA E SIDERURGIA,SP,7934,1985,2007
1998-02-02,1995-11-21,2003-05-06,0,SERVICOS EM GERAL,RJ,1919,1998,2003
2015-08-12,2008-07-07,INEXISTENTE,1,ENERGIA ELÉTRICA,RJ,1183,2015,INEXISTENTE
2015-08-12,2008-07-07,INEXISTENTE,1,ENERGIA ELÉTRICA,RJ,1183,2015,INEXISTENTE
2013-02-06,2004-07-20,INEXISTENTE,1,COMUNICAÇÃO E INFORMÁTICA,SP,2099,2013,INEXISTENTE
1982-09-10,INEXISTENTE,1988-05-19,0,"Máquinas, Equipamentos, Veículos e Peças",SP,2079,1982,1988
2001-10-29,2000-07-31,INEXISTENTE,1,Emp. Adm. Part. - Comunicação e Informática,SP,6216,2001,INEXISTENTE
1990-07-19,INEXISTENTE,1991-01-14,0,GRÁFICAS E EDITORAS,SP,180,1990,1991
1995-10-18,1995-10-01,INEXISTENTE,1,Emp. Adm. Part. - Extração Mineral,RJ,8417,1995,INEXISTENTE
1977-07-20,1948-01-01,2011-02-17,0,COMÉRCIO (ATACADO E VAREJO),RS,12257,1977,2011
1968-06-28,INEXISTENTE,1984-10-15,0,GRÁFICAS E EDITORAS,RJ,5947,1968,1984
2005-05-06,1973-09-14,INEXISTENTE,1,Serviços Transporte e Logística,MG,4929,2005,INEXISTENTE
2008-03-18,1998-01-01,2009-03-18,0,COMUNICAÇÃO E INFORMÁTICA,SP,365,2008,2009
2013-11-12,2007-07-03,INEXISTENTE,1,"Construção Civil, Mat. Constr. e Decoração",MG,1823,2013,INEXISTENTE
2007-06-04,1988-07-31,INEXISTENTE,1,Serviços Transporte e Logística,RJ,4171,2007,INEXISTENTE
2014-09-04,2014-01-28,INEXISTENTE,1,SECURITIZAÇÃO DE RECEBÍVEIS,PR,1526,2014,INEXISTENTE
1977-07-20,1929-05-27,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),RJ,15075,1977,INEXISTENTE
1977-07-20,INEXISTENTE,1999-08-04,0,COMÉRCIO (ATACADO E VAREJO),SP,8044,1977,1999
1977-07-20,1950-12-29,INEXISTENTE,1,TEXTIL E VESTUÁRIO,SC,15075,1977,INEXISTENTE
1977-07-20,1965-06-10,INEXISTENTE,1,COMÉRCIO (ATACADO E VAREJO),RS,15075,1977,INEXISTENTE
1977-07-20,INEXISTENTE,1990-07-17,0,"Máquinas, Equipamentos, Veículos e Peças",SP,4742,1977,1990
1998-06-30,1997-11-06,INEXISTENTE,1,Emp. Adm. Part. - Telecomunicações,SP,7430,1998,INEXISTENTE
